staff_id,assignment_number,departure_date,return_date,assignment_country,pool,job_title,age_bracket,sex,first_departure
2392,11,2015-06-01,2015-08-24,BI,NON MEDICAL,NA,45,F,Not first departure
2392,12,2015-08-25,2016-01-18,GN,NON MEDICAL,NA,45,F,Not first departure
2392,13,2016-01-19,2016-06-06,SL,NON MEDICAL,NA,55,F,Not first departure
2392,14,2017-10-16,2018-10-16,BD,NON MEDICAL,NA,55,F,Not first departure
2396,1,1996-07-24,1997-02-21,LK,NURSE,NA,35,F,First departure
2396,2,1997-10-13,1998-04-18,SD,NURSE,NA,35,F,Not first departure
2396,3,1998-05-13,1998-08-12,LR,NURSE,NA,35,F,Not first departure
2396,4,1999-01-26,1999-03-20,LK,PROJECT COORDINATOR,NA,35,F,Not first departure
2396,5,1999-03-21,1999-10-11,LK,PROJECT COORDINATOR,NA,35,F,Not first departure
2396,6,2000-06-09,2000-09-07,CG,PROJECT COORDINATOR,NA,35,F,Not first departure
2396,7,2007-02-19,2007-10-10,HT,PROJECT COORDINATOR,RT,35,F,Not first departure
2396,8,2011-01-06,2011-02-14,HT,PROJECT COORDINATOR,PC,45,F,Not first departure
2406,1,1996-02-01,1996-06-30,PI,NA,NA,55,F,First departure
2407,1,1998-08-11,1998-09-14,SD,NA,NA,45,M,First departure
2407,2,2005-08-06,2005-08-27,NE,NON MEDICAL,NA,45,M,Not first departure
2407,3,2006-03-27,2006-04-23,SS,NON MEDICAL,LOG APPRO,45,M,Not first departure
2422,1,1997-08-28,1998-04-15,AF,NON MEDICAL,NA,45,M,First departure
2422,2,1998-07-20,1998-10-28,LK,NON MEDICAL,NA,45,M,Not first departure
2434,1,1996-01-13,1996-07-07,AF,NA,NA,35,M,First departure
2434,2,1997-02-07,1997-07-20,UG,PROJECT COORDINATOR,NA,35,M,Not first departure
2434,3,1998-01-12,1999-01-12,KG,NON MEDICAL,NA,35,M,Not first departure
2436,1,1996-01-03,1996-07-03,GT,MD,NA,35,F,First departure
2436,2,1996-10-02,1997-05-02,AO,PROJECT COORDINATOR,NA,35,F,Not first departure
2436,3,1998-05-18,1998-10-21,MG,MEDCO,NA,35,F,Not first departure
2441,1,1996-05-11,1996-06-17,BI,NA,NA,45,M,First departure
2448,1,1996-08-06,1997-07-28,PI,NA,NA,45,F,First departure
2448,2,1999-09-13,2000-06-27,YU,NA,NA,55,F,Not first departure
2448,3,2000-08-16,2000-08-28,YU,PROJECT COORDINATOR,NA,55,F,Not first departure
2448,4,2000-11-10,2000-12-01,PI,NA,NA,55,F,Not first departure
2448,5,2002-06-04,2002-06-12,PI,NA,NA,55,F,Not first departure
2448,6,2003-04-19,2003-05-02,PI,PROJECT COORDINATOR,NA,55,F,Not first departure
2448,7,2003-12-05,2003-12-19,PI,PROJECT COORDINATOR,NA,55,F,Not first departure
2450,1,1996-11-20,1997-09-17,GE,NA,NA,35,F,First departure
2452,1,2000-08-14,2002-07-05,KE,MEDCO,COORDINATEUR MED,35,M,"First departure, relevant experience"
2458,1,2000-09-10,2001-03-07,CG,NA,NA,35,F,First departure
2459,1,1996-02-18,1996-09-10,TH,NA,NA,35,F,First departure
2465,1,1996-05-18,1996-11-24,SD,PROJECT COORDINATOR,NA,45,M,First departure
2466,1,1996-01-05,1996-04-15,BI,NA,NA,35,M,First departure
2468,1,1997-03-22,1997-10-19,PI,NA,NA,45,F,First departure
2468,2,1998-03-05,1998-05-22,PI,NA,NA,45,F,Not first departure
2470,1,1996-11-18,1997-05-15,SD,NON MEDICAL,NA,35,F,Not first departure
2471,1,1996-08-19,1996-12-28,RU,NA,NA,35,F,First departure
2471,2,1997-09-13,1998-03-17,CI,NA,NA,35,F,Not first departure
2473,1,1997-09-15,1998-08-31,CD,NON MEDICAL,NA,35,F,Not first departure
2474,1,1996-12-05,1997-06-15,IR,NON MEDICAL,NA,35,F,"First departure, relevant experience"
2474,2,1999-11-05,2000-11-04,BI,NON MEDICAL,NA,35,F,Not first departure
2474,3,2001-02-19,2001-06-18,YU,NON MEDICAL,NA,35,F,Not first departure
2475,1,1996-01-03,1996-02-03,LK,NA,NA,35,M,"First departure, relevant experience"
2476,1,1996-08-13,1997-02-06,AO,NA,NA,35,F,First departure
2477,1,1997-01-09,1997-04-21,MG,MEDCO,NA,35,F,"First departure, relevant experience"
2478,1,1996-02-07,1996-08-07,SD,NA,NA,35,F,"First departure, relevant experience"
2478,2,1998-01-10,1998-02-24,UG,NA,NA,35,F,Not first departure
2478,3,1998-03-16,1998-07-25,PI,NON MEDICAL,NA,35,F,Not first departure
2478,4,1998-09-21,1998-10-15,SD,NA,NA,35,F,Not first departure
2479,1,1996-03-08,1996-09-10,BI,NA,NA,35,F,First departure
2479,2,1997-04-06,1997-07-05,SO,PROJECT COORDINATOR,NA,35,F,Not first departure
2480,1,1997-10-05,1998-04-10,LK,PROJECT COORDINATOR,NA,45,F,Not first departure
2480,2,2014-10-15,2014-10-20,SL,NA,NA,65,F,Not first departure
2480,3,2015-12-09,2016-02-10,LR,MEDCO,MEDCO,65,F,Not first departure
2484,1,1996-01-02,1996-06-12,AO,NA,NA,45,M,First departure
2486,1,1996-03-19,1996-05-13,NG,NA,NA,35,M,First departure
2486,2,1996-07-28,1996-09-15,NG,NA,NA,35,M,Not first departure
2486,3,2002-01-16,2002-03-01,MW,NA,NA,35,M,Not first departure
2487,1,1996-07-31,1996-09-13,NG,NA,NA,35,F,First departure
2489,1,1996-04-10,1996-10-14,RU,NA,NA,35,F,First departure
2489,2,1997-05-27,1997-12-22,AO,PROJECT COORDINATOR,NA,35,F,Not first departure
2490,1,1996-05-10,1996-08-30,LK,NA,NA,35,F,First departure
2491,1,1996-03-28,1996-04-23,LR,NA,NA,35,F,First departure
2491,2,1996-04-24,1996-06-02,SN,NA,NA,35,F,Not first departure
2491,3,1996-07-15,1997-01-22,GE,NA,NA,35,F,Not first departure
2492,1,1997-11-20,1998-02-20,AM,NA,NA,35,F,"First departure, relevant experience"
2492,2,1998-02-21,1998-06-02,AM,PROJECT COORDINATOR,NA,35,F,Not first departure
2492,3,2000-01-13,2000-04-28,MW,PROJECT COORDINATOR,NA,35,F,Not first departure
2492,4,2000-12-08,2001-07-09,CD,PROJECT COORDINATOR,A REFACTURER,35,F,Not first departure
2493,1,1996-01-03,1996-07-07,GT,NA,NA,45,M,"First departure, relevant experience"
2495,1,1996-05-30,1997-03-17,CN,NA,NA,35,F,First departure
2496,1,1996-11-26,1997-04-14,CD,MEDCO,NA,35,M,"First departure, relevant experience"
2496,2,1997-04-15,1997-05-02,ML,NA,NA,35,M,Not first departure
2496,3,1997-05-27,1998-09-30,TH,PROJECT COORDINATOR,NA,35,M,Not first departure
2496,4,1998-12-18,1999-06-12,TH,PROJECT COORDINATOR,NA,35,M,Not first departure
2496,5,2000-01-27,2000-03-21,SL,NA,NA,35,M,Not first departure
2497,1,1996-04-04,1996-09-28,AF,NA,NA,35,F,First departure
2497,2,1997-03-25,1997-07-31,SD,NA,NA,35,F,Not first departure
2497,3,1997-09-10,1998-06-04,CD,PROJECT COORDINATOR,NA,35,F,Not first departure
2498,1,1996-02-09,1996-07-01,BI,NA,NA,35,F,First departure
2500,1,1996-01-14,1996-04-30,TH,NA,NA,35,F,First departure
2501,1,1996-02-28,1996-04-05,LK,NA,NA,35,F,First departure
2502,1,2000-02-02,2000-05-05,AO,PROJECT COORDINATOR,NA,55,M,Not first departure
2502,2,2001-07-05,2001-08-06,PE,NA,NA,55,M,Not first departure
2503,1,1997-01-27,1997-07-26,SO,NON MEDICAL,NA,35,M,Not first departure
2504,1,1996-08-30,1996-10-13,BI,NA,NA,35,M,First departure
2506,1,1996-07-27,1997-03-27,SD,NA,NA,35,F,First departure
2507,1,1996-01-05,1996-02-25,LK,GAS,NA,35,F,First departure
2507,2,1999-10-02,1999-11-05,BI,GAS,NA,45,F,Not first departure
2507,3,2007-07-18,2007-08-19,TD,GAS,CHIR,45,F,Not first departure
2507,4,2009-08-07,2009-09-17,CD,GAS,CHIR 2,55,F,Not first departure
2507,5,2014-08-25,2014-09-21,CF,GAS,CHIRURGIEN URGENCE DECEMBRE,55,F,Not first departure
2508,1,1996-03-29,1996-06-24,BI,NA,NA,35,F,First departure
2509,1,1996-05-22,1996-06-28,LK,GAS,NA,45,M,"First departure, relevant experience"
2509,2,1998-03-31,1998-06-06,LK,GAS,NA,45,M,Not first departure
2509,3,2001-11-16,2002-02-20,BI,GAS,CHIR,45,M,Not first departure
2509,4,2004-12-28,2005-01-15,LK,GAS,CHIR,55,M,Not first departure
2509,5,2006-07-06,2006-08-08,TD,GAS,CHIR,55,M,Not first departure
2509,6,2015-04-05,2015-04-28,YE,GAS,SURGEON 05/04,65,M,Not first departure
2510,1,1996-03-04,1996-05-04,NG,NA,NA,45,F,First departure
2511,1,1996-02-14,1996-11-14,MR,NA,NA,35,F,First departure
2512,1,1996-03-31,1996-05-31,NG,NA,NA,35,M,Not first departure
2512,2,1999-02-15,1999-03-30,LB,NON MEDICAL,NA,35,M,Not first departure
2512,3,1999-05-30,1999-07-30,YU,NON MEDICAL,NA,35,M,Not first departure
2512,4,2000-02-04,2000-12-24,SL,NON MEDICAL,NA,35,M,Not first departure
2513,1,1996-01-03,1996-02-02,LK,NA,NA,35,M,First departure
2514,1,1996-02-10,1997-04-06,PI,NA,NA,35,F,First departure
2514,2,1998-01-11,2000-07-10,PI,NA,NA,35,F,Not first departure
2515,1,1997-07-21,1997-11-02,UG,NON MEDICAL,NA,35,F,First departure
2515,2,1997-11-03,1997-11-24,ME,NA,NA,35,F,Not first departure
2515,3,1999-02-25,2000-06-27,IR,NON MEDICAL,NA,35,F,Not first departure
2515,4,2005-05-25,2006-01-14,KE,NON MEDICAL,RRH,45,F,Not first departure
2516,1,1997-12-11,1998-01-26,KE,PROJECT COORDINATOR,NA,65,F,Not first departure
2516,2,1998-06-12,1998-07-15,LR,OTHER,NA,65,F,Not first departure
2517,1,1996-02-28,1996-05-02,NG,NA,NA,35,M,"First departure, relevant experience"
2518,1,1996-04-30,1997-04-16,TJ,NA,NA,35,M,First departure
2518,2,1997-07-03,1997-08-13,CD,NA,NA,35,M,Not first departure
2518,3,1998-01-26,1998-08-16,GE,NA,NA,35,M,Not first departure
2518,4,1998-11-24,1998-12-11,GE,NON MEDICAL,NA,35,M,Not first departure
2519,1,1996-02-26,1996-09-03,UG,NA,NA,35,M,First departure
2519,2,1996-10-30,1997-05-09,SD,NA,NA,35,M,Not first departure
2519,3,1997-08-08,1998-05-20,CD,NON MEDICAL,NA,35,M,Not first departure
2519,4,1998-09-27,2000-06-10,AO,NON MEDICAL,NA,35,M,Not first departure
2519,5,2002-07-01,2003-07-01,CD,NON MEDICAL,RTL,45,M,Not first departure
2519,6,2003-10-20,2005-04-30,AO,NON MEDICAL,NA,45,M,Not first departure
2519,7,2005-05-01,2005-09-30,AO,NON MEDICAL,NA,45,M,Not first departure
2519,8,2008-10-13,2008-12-15,CD,PROJECT COORDINATOR,NA,45,M,Not first departure
2519,9,2009-02-01,2009-04-16,SD,NON MEDICAL,NA,45,M,Not first departure
2519,10,2009-09-21,2009-12-16,SD,PROJECT COORDINATOR,NA,45,M,Not first departure
2519,11,2010-03-01,2010-06-03,CD,NON MEDICAL,NA,45,M,Not first departure
2519,12,2010-09-06,2010-12-10,NE,PROJECT COORDINATOR,NA,55,M,Not first departure
2519,13,2011-02-02,2011-04-20,SS,PROJECT COORDINATOR,NA,55,M,Not first departure
2519,14,2011-09-10,2011-12-01,SO,PROJECT COORDINATOR,NA,55,M,Not first departure
2519,15,2012-02-24,2012-06-06,CD,NON MEDICAL,NA,55,M,Not first departure
2519,16,2012-09-10,2012-11-29,CD,PROJECT COORDINATOR,NA,55,M,Not first departure
2519,17,2013-01-12,2013-04-21,CF,NON MEDICAL,COLOG,55,M,Not first departure
2519,18,2013-08-19,2013-12-17,TD,NON MEDICAL,CHEF DE MISSION,55,M,Not first departure
2520,1,1998-11-12,2000-02-26,AM,MEDCO,A REFACTURER,35,F,Not first departure
2521,1,1997-03-21,1997-12-20,TH,NA,NA,35,F,Not first departure
2521,2,1998-04-08,1998-11-10,SL,NON MEDICAL,NA,35,F,Not first departure
2522,1,1996-03-26,1996-04-28,LK,NA,NA,35,M,First departure
2523,1,1996-03-08,1996-04-07,LK,NA,NA,45,M,First departure
2523,2,1997-09-21,1997-10-22,LK,NA,NA,45,M,Not first departure
2523,3,1999-10-29,1999-11-26,SL,PROJECT COORDINATOR,NA,45,M,Not first departure
2523,4,2005-03-11,2005-04-07,CD,NA,ANESTH,55,M,Not first departure
2523,5,2006-10-19,2006-11-16,HT,MD,MED REANIM,55,M,Not first departure
2523,6,2008-11-17,2008-12-05,HT,GAS,ANESTH EVAL,55,M,Not first departure
2523,7,2010-01-14,2010-01-24,HT,GAS,MED ANESTH 3,55,M,Not first departure
2524,1,1996-02-07,1996-08-16,AO,NON MEDICAL,NA,35,F,Not first departure
2525,1,1996-01-22,1996-03-03,RW,NA,NA,35,M,First departure
2526,1,1996-03-22,1996-04-08,BI,NA,NA,65,M,First departure
2527,1,1996-08-19,1996-10-10,BI,NA,NA,65,M,First departure
2527,2,1998-11-16,1998-12-15,SL,NA,NA,65,M,Not first departure
2527,3,2001-03-22,2001-05-10,LK,NA,NA,65,M,Not first departure
2528,1,1996-07-10,1996-12-31,GT,MD,NA,35,F,First departure
2528,2,1997-01-01,1998-04-06,GT,PROJECT COORDINATOR,NA,35,F,Not first departure
2528,3,1998-05-08,1999-08-14,PE,MEDCO,NA,35,F,Not first departure
2528,4,1999-12-09,1999-12-14,CG,MEDCO,NA,45,F,Not first departure
2528,5,1999-12-15,1999-12-31,CG,MEDCO,NA,45,F,Not first departure
2528,6,2000-01-01,2000-07-03,CG,MEDCO,NA,45,F,Not first departure
2528,7,2001-02-20,2002-07-30,AO,MEDCO,COORDINATEUR MED,45,F,Not first departure
2529,1,1996-05-08,1997-04-24,PE,NA,NA,35,F,First departure
2530,1,1996-02-04,1996-02-15,SB,NA,NA,45,M,Not first departure
2532,1,1996-02-05,1996-07-26,PI,NON MEDICAL,NA,35,F,Not first departure
2533,1,1996-05-10,1997-03-24,CD,NA,NA,45,M,First departure
2533,2,1997-09-19,1997-12-08,SD,NA,NA,45,M,Not first departure
2534,1,1997-01-15,1997-08-10,LB,NA,NA,45,M,First departure
2535,1,1996-03-15,1996-08-16,RU,NA,NA,35,F,"First departure, relevant experience"
2536,1,1996-08-14,1996-09-28,UG,NA,NA,45,M,First departure
2537,1,1996-03-12,1996-06-19,SD,NA,NA,55,M,First departure
2537,2,1997-08-18,1998-04-08,UG,PROJECT COORDINATOR,NA,55,M,Not first departure
2537,3,1998-09-29,1998-12-09,CD,NA,NA,55,M,Not first departure
2537,4,1999-09-16,1999-12-21,SS,NON MEDICAL,NA,55,M,Not first departure
2537,5,2000-04-10,2000-06-10,ID,PROJECT COORDINATOR,NA,55,M,Not first departure
2537,6,2000-07-03,2001-04-06,LR,NON MEDICAL,NA,55,M,Not first departure
2537,7,2001-10-01,2002-09-05,CD,NON MEDICAL,CHEF DE MISSION,65,M,Not first departure
2537,8,2003-09-14,2004-01-15,NP,NON MEDICAL,CHEF DE MISSION 2,65,M,Not first departure
2537,9,2004-04-03,2004-07-09,GE,PROJECT COORDINATOR,RT,65,M,Not first departure
2537,10,2005-03-09,2005-06-15,HT,NON MEDICAL,CHEF DE MISSION,65,M,Not first departure
2537,11,2006-03-09,2007-12-10,AM,NON MEDICAL,CHEF DE MISSION,65,M,Not first departure
2538,1,1996-02-07,1996-02-26,EU,NA,NA,45,M,First departure
2540,1,1996-02-15,1996-05-01,TH,NA,NA,35,M,First departure
2541,1,1996-03-01,1996-03-10,YU,NA,NA,35,F,"First departure, relevant experience"
2541,2,1996-07-24,1997-01-23,YU,NA,NA,45,F,Not first departure
2542,1,1996-05-08,1997-05-19,PE,PROJECT COORDINATOR,NA,35,F,First departure
2542,2,1997-09-29,1998-09-22,AO,MEDCO,NA,35,F,Not first departure
2542,3,1998-10-25,1998-11-10,AO,MEDCO,NA,35,F,Not first departure
2543,1,1996-03-04,1996-03-29,SO,NA,NA,45,M,Not first departure
2543,2,1997-08-28,1997-09-15,SL,NA,NA,55,M,Not first departure
2544,1,1996-04-24,1996-05-24,LK,NA,NA,45,M,Not first departure
2545,1,1996-04-10,1996-07-24,PE,NA,NA,55,F,Not first departure
2546,1,1997-04-18,1997-06-20,BI,NA,NA,55,M,First departure
2546,2,1998-05-30,1998-06-13,BI,NA,NA,55,M,Not first departure
2546,3,1999-05-12,1999-06-12,BI,NA,NA,55,M,Not first departure
2546,4,2000-08-13,2000-09-16,BI,NA,NA,65,M,Not first departure
2546,5,2003-10-09,2003-11-11,BI,NA,CHIR,65,M,Not first departure
2546,6,2004-05-29,2004-06-30,TD,NA,CHIR,65,M,Not first departure
2546,7,2005-07-22,2005-08-19,CD,NA,CHIR,65,M,Not first departure
2546,8,2006-04-17,2006-05-20,TD,NA,CHIR,65,M,Not first departure
2547,1,1996-06-10,1996-08-28,LK,GAS,NA,35,M,"First departure, relevant experience"
2547,2,2005-09-02,2005-09-30,LR,GAS,MED GYN/OBS,45,M,Not first departure
2547,3,2009-04-01,2009-04-25,CD,GAS,GYNECO/OBS,45,M,Not first departure
2548,1,1996-04-25,1996-07-13,UG,NA,NA,35,M,First departure
2549,1,1996-08-02,1996-09-15,NG,NA,NA,35,F,"First departure, relevant experience"
2549,2,1997-06-06,1997-06-30,SO,NA,NA,35,F,Not first departure
2549,3,1997-07-07,1997-08-25,MG,NA,NA,35,F,Not first departure
2550,1,1996-03-10,1996-10-01,AF,NURSE,NA,25,M,First departure
2550,2,1996-11-26,1997-01-01,BJ,NURSE,NA,35,M,Not first departure
2550,3,1997-02-21,1997-04-18,UG,NURSE,NA,35,M,Not first departure
2551,1,1996-04-02,1996-04-26,CD,NA,NA,55,M,First departure
2552,1,1997-05-27,1997-06-27,CD,NA,NA,35,M,"First departure, relevant experience"
2552,2,1997-11-19,1997-12-11,ME,NA,NA,35,M,Not first departure
2552,3,1998-02-23,1998-03-16,CD,NA,NA,35,M,Not first departure
2553,1,1996-05-24,1996-09-08,BD,NA,NA,35,M,First departure
2554,1,1996-02-24,1996-03-21,KH,NA,NA,35,F,First departure
2555,1,1996-03-18,1996-09-25,EG,NON MEDICAL,NA,35,M,First departure
2556,1,1996-05-15,1996-10-30,AO,NA,NA,35,M,First departure
2557,1,1996-07-07,1997-04-14,AF,NA,NA,25,F,First departure
2557,2,1997-07-19,1998-01-22,TH,NA,NA,25,F,Not first departure
2557,3,1999-05-07,1999-06-07,SD,NA,NA,35,F,Not first departure
2558,1,1996-02-26,1997-03-04,CD,NON MEDICAL,NA,35,F,"First departure, relevant experience"
2558,2,1998-01-05,1999-01-23,BI,NON MEDICAL,NA,35,F,Not first departure
2558,3,1999-10-26,2000-07-06,AM,NON MEDICAL,NA,35,F,Not first departure
2558,4,2000-11-04,2001-11-16,GE,NON MEDICAL,NA,45,F,Not first departure
2558,5,2003-04-18,2003-07-25,ZM,NON MEDICAL,CHEF DE MISSION,45,F,Not first departure
2558,6,2004-07-16,2004-09-01,SD,NON MEDICAL,ADMIN FIN,45,F,Not first departure
2559,1,1996-03-01,1996-03-10,YU,NA,NA,45,M,First departure
2559,2,1996-08-18,1996-08-24,YU,PROJECT COORDINATOR,NA,45,M,Not first departure
2559,3,1997-02-16,1997-02-23,YU,PROJECT COORDINATOR,NA,45,M,Not first departure
2559,4,1998-02-22,1998-03-01,YU,PROJECT COORDINATOR,NA,45,M,Not first departure
2559,5,1999-01-21,1999-01-26,YU,NA,NA,45,M,Not first departure
2560,1,1996-02-28,1996-05-06,NG,NA,NA,35,M,First departure
2561,1,1996-03-03,1996-05-05,NG,NA,NA,35,F,First departure
2561,2,2001-09-24,2002-01-23,BE,NA,NA,35,F,Not first departure
2561,3,2002-04-21,2003-12-01,BE,NA,NA,35,F,Not first departure
2562,1,1996-03-11,1996-10-01,CD,NA,NA,35,M,First departure
2562,2,1996-12-09,1997-02-09,CD,NA,NA,35,M,Not first departure
2562,3,1998-06-30,1998-12-22,MW,NA,NA,35,M,Not first departure
2562,4,1999-02-01,1999-06-01,CG,NA,NA,35,M,Not first departure
2562,5,1999-09-02,2000-01-31,UG,NA,NA,35,M,Not first departure
2563,1,1996-10-02,1996-12-05,LK,NA,NA,55,F,First departure
2564,1,1999-03-04,1999-05-21,BI,NA,A REFACTURER,35,M,"First departure, relevant experience"
2565,1,1996-06-19,1997-02-07,AO,NA,NA,35,M,First departure
2565,2,1998-03-26,1998-04-26,AF,NA,NA,35,M,Not first departure
2565,3,1998-04-27,1998-09-08,AF,NA,NA,35,M,Not first departure
2566,1,1999-05-31,1999-12-10,LR,NA,NA,35,F,Not first departure
2566,2,2000-08-01,2000-10-14,ET,NA,NA,35,F,Not first departure
2566,3,2001-09-10,2002-04-16,ZM,PROJECT COORDINATOR,RT,35,F,Not first departure
2566,4,2010-12-02,2011-02-02,HT,NURSE,NA,45,F,Not first departure
2566,5,2011-03-08,2011-04-06,TD,NURSE,NA,45,F,Not first departure
2567,1,1997-03-04,1997-09-19,AF,NA,NA,35,F,First departure
2569,1,1996-03-20,1996-07-09,SD,NA,NA,35,F,First departure
2570,1,1996-03-21,1997-02-16,ET,MIDWIFE,NA,45,F,First departure
2570,2,1997-06-20,1997-12-16,UG,PROJECT COORDINATOR,NA,45,F,Not first departure
2570,3,1998-04-10,1999-01-28,LK,PROJECT COORDINATOR,NA,45,F,Not first departure
2570,4,1999-04-30,1999-08-21,LK,MEDCO,NA,45,F,Not first departure
2570,5,1999-08-22,1999-12-06,SS,MEDCO,NA,45,F,Not first departure
2570,6,2000-03-07,2000-08-06,TL,NON MEDICAL,NA,45,F,Not first departure
2570,7,2000-10-23,2001-11-30,ZM,NON MEDICAL,NA,55,F,Not first departure
2570,8,2003-09-15,2003-11-05,ZM,NON MEDICAL,CDM/RT MED,55,F,Not first departure
2570,9,2005-06-04,2005-11-05,NP,PROJECT COORDINATOR,RT,55,F,Not first departure
2570,10,2007-03-12,2007-07-11,UG,PROJECT COORDINATOR,RT PADER,55,F,Not first departure
2570,11,2008-01-07,2008-10-30,KH,PROJECT COORDINATOR,RT,55,F,Not first departure
2570,12,2010-05-05,2010-07-09,MN,PROJECT COORDINATOR,HOM EXPLO,55,F,Not first departure
2570,13,2011-02-23,2011-05-25,PG,PROJECT COORDINATOR,PC,65,F,Not first departure
2570,14,2011-09-12,2012-05-01,PG,NON MEDICAL,COORDO,65,F,Not first departure
2571,1,1996-07-20,1996-09-30,SD,NA,NA,35,M,"First departure, relevant experience"
2572,1,1996-05-30,1997-10-02,KH,NA,NA,35,F,First departure
2572,2,1997-12-16,1999-04-01,YE,NA,NA,35,F,Not first departure
2572,3,2005-11-20,2007-07-03,KH,PROJECT COORDINATOR,RT,45,F,Not first departure
2573,1,1996-03-20,1996-04-23,SO,PROJECT COORDINATOR,NA,35,M,First departure
2573,2,1996-09-27,1996-12-21,LK,NA,NA,35,M,Not first departure
2574,1,1996-03-19,1996-04-09,YU,NA,NA,25,F,First departure
2575,1,1996-03-26,1996-04-23,YU,NA,NA,45,F,First departure
2575,2,1999-10-07,1999-11-09,BI,NA,NA,45,F,Not first departure
2575,3,2003-01-10,2003-02-11,CI,NA,ANESTH,55,F,Not first departure
2576,1,1996-04-09,1996-12-19,CD,NA,NA,35,F,First departure
2577,1,1996-07-16,1997-01-31,AO,NA,NA,25,F,First departure
2577,2,1997-02-01,1997-07-11,AO,NA,NA,25,F,Not first departure
2577,3,1997-10-10,1998-12-04,TH,NA,NA,35,F,Not first departure
2578,1,1996-04-15,1996-09-18,LK,PROJECT COORDINATOR,NA,45,M,First departure
2578,2,1998-01-19,1998-07-05,LR,NA,NA,45,M,Not first departure
2578,3,2004-07-01,2005-01-15,SD,MD,NA,55,M,Not first departure
2578,4,2009-01-04,2009-07-03,IQ,MTL,MEDICAL DIRECTOR,55,M,Not first departure
2579,1,1996-05-01,1996-11-07,GE,NA,NA,35,M,"First departure, relevant experience"
2579,2,1996-11-17,1996-12-30,RW,NA,NA,35,M,Not first departure
2579,3,1997-03-17,1997-05-04,ML,PROJECT COORDINATOR,NA,35,M,Not first departure
2579,4,1997-05-06,1997-11-28,AM,PROJECT COORDINATOR,NA,35,M,Not first departure
2579,5,1998-01-07,1998-01-31,KE,PROJECT COORDINATOR,NA,35,M,Not first departure
2579,6,1998-03-23,1998-09-30,AF,NON MEDICAL,NA,35,M,Not first departure
2579,7,1998-12-03,1998-12-31,HN,NA,NA,35,M,Not first departure
2579,8,1999-01-14,1999-02-26,SD,NA,NA,35,M,Not first departure
2579,9,1999-02-27,2000-04-04,PE,NON MEDICAL,NA,35,M,Not first departure
2579,10,2000-05-04,2000-08-31,RU,NON MEDICAL,NA,35,M,Not first departure
2579,11,2000-09-01,2001-05-10,RU,NON MEDICAL,NA,35,M,Not first departure
2579,12,2001-07-16,2002-06-10,SL,NON MEDICAL,CHEF DE MISSION,35,M,Not first departure
2580,1,1999-06-14,1999-09-02,YU,NURSE,NA,35,F,First departure
2580,2,2000-05-29,2000-08-28,ER,NURSE,NA,35,F,Not first departure
2580,3,2001-02-13,2001-06-05,MG,NURSE,NA,35,F,Not first departure
2580,4,2001-11-21,2002-03-10,AO,NURSE,INF CNT/TB,35,F,Not first departure
2580,5,2003-11-12,2004-06-30,GN,PROJECT COORDINATOR,RT,35,F,Not first departure
2580,6,2004-09-22,2004-10-02,CD,PROJECT COORDINATOR,POSTE RT,35,F,Not first departure
2580,7,2004-11-02,2005-02-04,CD,PROJECT COORDINATOR,POSTE RT,35,F,Not first departure
2580,8,2005-08-25,2006-05-19,SD,MEDCO,COORDINATEUR MED,35,F,Not first departure
